,,,,,,,,,,
Key: Market,Key: Index (Market Area + Budget),Make and Model,Average Annual Earnings Rounded,Average Annual ROI,Vehicle Value,Annual Loan Cost,Average Annual Earnings Rounded,Vehicle Value Rounded,Loan Cost Rounded,Concat
National Average,National Average$10K to $25K,Chevrolet Malibu,,0.8611,,,7568.8,18354,4066.85,National AverageChevrolet Malibu
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Alfa Romeo Stelvio,,0.8607,,,10830.38,26269,5820.65,Los Angeles / Riverside / Orange CountyAlfa Romeo Stelvio
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Nissan Sentra,,0.8606,,,6485.52,15731,3485.65,Boston / Worcester / LawrenceNissan Sentra
Las Vegas,Las Vegas$25K to $40K,Ford Bronco Sport,,0.8606,,,12434.59,30161,6683.03,Las VegasFord Bronco Sport
Tampa,Tampa$25K to $40K,BMW 3 Series,,0.8603,,,11257.08,27309,6051.09,TampaBMW 3 Series
Houston,Houston$10K to $25K,Hyundai Accent,,0.8597,,,6422.58,15586,3453.52,HoustonHyundai Accent
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Ford Fusion Hybrid,,0.8592,,,7453.64,18093,4009.02,New York / New Jersey / Long IslandFord Fusion Hybrid
Chicago,Chicago$25K to $40K,BMW 4 Series Gran Coupe,,0.8591,,,11593.73,28144,6236.11,ChicagoBMW 4 Series Gran Coupe
National Average,National Average$10K to $25K,Honda Cr-V,,0.8584,,,10039.21,24380,5402.08,National AverageHonda Cr-V
San Diego,San Diego$25K to $40K,Ford Bronco Sport,,0.8582,,,12418.24,30161,6683.03,San DiegoFord Bronco Sport
Las Vegas,Las Vegas$25K to $40K,INFINITI Qx60,,0.8577,,,10452.46,25393,5626.54,Las VegasINFINITI Qx60
Phoenix,Phoenix$10K to $25K,Nissan Murano,,0.8577,,,8622.17,20947,4641.41,PhoenixNissan Murano
US: Other,US: Other$10K to $25K,Jeep Wrangler Jk Unlimited,,0.8575,,,10276.96,24969,5532.59,US: OtherJeep Wrangler Jk Unlimited
Phoenix,Phoenix$25K to $40K,Toyota Rav4,,0.8572,,,10561.68,25666,5687.03,PhoenixToyota Rav4
Atlanta,Atlanta$10K to $25K,Hyundai Venue,,0.8564,,,7365.58,17906,3967.59,AtlantaHyundai Venue
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Chrysler Pacifica,,0.8554,,,10471.07,25470,5643.61,Dallas / Fort WorthChrysler Pacifica
Denver / Boulder,Denver / Boulder$25K to $40K,Lexus Ux,,0.8552,,,11543.08,28080,6221.93,Denver / BoulderLexus Ux
Honolulu,Honolulu$40K to $100K,Audi S5,,0.8551,,,17023.12,41413,9176.23,HonoluluAudi S5
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Subaru Brz,,0.855,,,10683.67,25993,5759.49,San Francisco / Oakland / San JoseSubaru Brz
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Ford Flex,,0.8547,,,9333.3,22711,5032.27,Dallas / Fort WorthFord Flex
Chicago,Chicago$25K to $40K,Honda Odyssey,,0.8546,,,12304.69,29943,6634.73,ChicagoHonda Odyssey
Chicago,Chicago$10K to $25K,Honda Civic,,0.8545,,,7829.98,19055,4222.18,ChicagoHonda Civic
US: Other,US: Other$10K to $25K,Chevrolet Trailblazer,,0.8543,,,10110.17,24606,5452.16,US: OtherChevrolet Trailblazer
Austin,Austin$10K to $25K,Chevrolet Malibu,,0.8535,,,7538.04,18354,4066.85,AustinChevrolet Malibu
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Kia Forte,,0.8532,,,7363.7,17933,3973.57,Seattle / TacomaKia Forte
Las Vegas,Las Vegas$25K to $40K,Subaru Wrx,,0.8529,,,10781.83,26261,5818.87,Las VegasSubaru Wrx
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Jeep Compass,,0.8529,,,8337.53,20308,4499.82,Seattle / TacomaJeep Compass
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Hyundai Venue,,0.8515,,,7346.07,17906,3967.59,Miami / Fort LauderdaleHyundai Venue
Denver / Boulder,Denver / Boulder$25K to $40K,BMW X3,,0.8513,,,13028.91,31762,7037.78,Denver / BoulderBMW X3
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Nissan Sentra,,0.8512,,,6452.66,15731,3485.65,Miami / Fort LauderdaleNissan Sentra
US: Other,US: Other$10K to $25K,Nissan Rogue Sport,,0.8511,,,7754.16,18905,4188.94,US: OtherNissan Rogue Sport
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,BMW X2,,0.8509,,,9844.72,24004,5318.77,Boston / Worcester / LawrenceBMW X2
Phoenix,Phoenix$10K to $25K,Lincoln Mkz,,0.8504,,,9068.86,22119,4901.1,PhoenixLincoln Mkz
San Diego,San Diego$10K to $25K,Hyundai Tucson,,0.8497,,,8999.56,21958,4865.42,San DiegoHyundai Tucson
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Hyundai Accent,,0.8493,,,6386.48,15586,3453.52,Seattle / TacomaHyundai Accent
Anchorage,Anchorage$25K to $40K,Jeep Grand Cherokee Wk,,0.8485,,,15191.07,37088,8217.9,AnchorageJeep Grand Cherokee Wk
US: Other,US: Other$25K to $40K,Ford Bronco Sport,,0.8483,,,12352.49,30161,6683.03,US: OtherFord Bronco Sport
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Nissan Rogue Sport,,0.8479,,,7740.6,18905,4188.94,Dallas / Fort WorthNissan Rogue Sport
National Average,National Average$10K to $25K,Audi A3,,0.8477,,,8991.24,21962,4866.31,National AverageAudi A3
Denver / Boulder,Denver / Boulder$10K to $25K,Polaris Slingshot,,0.8475,,,9602.29,23456,5197.35,Denver / BoulderPolaris Slingshot
Orlando,Orlando$10K to $25K,BMW X2,,0.8475,,,9826.47,24004,5318.77,OrlandoBMW X2
Phoenix,Phoenix$25K to $40K,Honda Odyssey,,0.8466,,,12251.88,29943,6634.73,PhoenixHonda Odyssey
Atlanta,Atlanta$10K to $25K,Hyundai Elantra,,0.8464,,,6732.75,16457,3646.52,AtlantaHyundai Elantra
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Honda Hr-V,,0.8462,,,8729,21338,4728.04,San Francisco / Oakland / San JoseHonda Hr-V
US: Other,US: Other$25K to $40K,Chrysler Pacifica,,0.8461,,,10418.45,25470,5643.61,US: OtherChrysler Pacifica
Las Vegas,Las Vegas$25K to $40K,Subaru Ascent,,0.8433,,,11706.56,28662,6350.88,Las VegasSubaru Ascent
Austin,Austin$10K to $25K,Mazda Cx-30,,0.8432,,,8931.41,21869,4845.7,AustinMazda Cx-30
Phoenix,Phoenix$25K to $40K,Ford Explorer,,0.8427,,,11290.26,27651,6126.87,PhoenixFord Explorer
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Toyota C-Hr,,0.8426,,,8190.93,20062,4445.31,San Francisco / Oakland / San JoseToyota C-Hr
Tampa,Tampa$10K to $25K,Hyundai Elantra,,0.8424,,,6718.37,16457,3646.52,TampaHyundai Elantra
Houston,Houston$10K to $25K,Jeep Compass,,0.8421,,,8289.33,20308,4499.82,HoustonJeep Compass
Orlando,Orlando$10K to $25K,Nissan Rogue Sport,,0.8392,,,7704.39,18905,4188.94,OrlandoNissan Rogue Sport
Phoenix,Phoenix$10K to $25K,Nissan Pathfinder,,0.8385,,,10177.84,24984,5535.92,PhoenixNissan Pathfinder
Houston,Houston$10K to $25K,Subaru Legacy,,0.8384,,,8958.14,21991,4872.73,HoustonSubaru Legacy
Orlando,Orlando$10K to $25K,Jeep Renegade,,0.8383,,,7191.2,17655,3911.97,OrlandoJeep Renegade
Tampa,Tampa$10K to $25K,Hyundai Santa Fe Sport,,0.8382,,,6357.13,15608,3458.4,TampaHyundai Santa Fe Sport
Phoenix,Phoenix$25K to $40K,Audi S4,,0.8379,,,13118,32212,7137.49,PhoenixAudi S4
Honolulu,Honolulu$10K to $25K,FIAT 124 Spider,,0.8378,,,8758.42,21508,4765.71,HonoluluFIAT 124 Spider
Phoenix,Phoenix$25K to $40K,Chevrolet Traverse,,0.8376,,,11541.53,28345,6280.64,PhoenixChevrolet Traverse
Honolulu,Honolulu$40K to $100K,Porsche Macan,,0.8375,,,16492.95,40508,8975.7,HonoluluPorsche Macan
National Average,National Average$10K to $25K,Toyota Corolla,,0.8368,,,7629,18745,4153.49,National AverageToyota Corolla
Las Vegas,Las Vegas$10K to $25K,Chevrolet Trailblazer,,0.8363,,,10011.61,24606,5452.16,Las VegasChevrolet Trailblazer
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Ford Bronco Sport,,0.8357,,,12268.26,30161,6683.03,Seattle / TacomaFord Bronco Sport
Las Vegas,Las Vegas$10K to $25K,Nissan Kicks,,0.8355,,,7171.72,17634,3907.32,Las VegasNissan Kicks
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Chevrolet Sonic,,0.8352,,,4918.76,12096,2680.21,Miami / Fort LauderdaleChevrolet Sonic
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Jeep Compass,,0.8348,,,8256.28,20308,4499.82,Boston / Worcester / LawrenceJeep Compass
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Mitsubishi Outlander,,0.8348,,,8702.66,21406,4743.11,Miami / Fort LauderdaleMitsubishi Outlander
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Honda Civic,,0.8339,,,7743.09,19055,4222.18,San Francisco / Oakland / San JoseHonda Civic
Honolulu,Honolulu$25K to $40K,Toyota Venza,,0.8336,,,13290.37,32711,7248.06,HonoluluToyota Venza
Honolulu,Honolulu$10K to $25K,Volkswagen Golf Gti,,0.833,,,9944.83,24485,5425.35,HonoluluVolkswagen Golf Gti
Phoenix,Phoenix$10K to $25K,Volkswagen Tiguan,,0.8328,,,9422.78,23202,5141.07,PhoenixVolkswagen Tiguan
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Chrysler Voyager,,0.8321,,,9365.94,23071,5112.04,San Francisco / Oakland / San JoseChrysler Voyager
Houston,Houston$10K to $25K,Lincoln Mkz,,0.832,,,8978.69,22119,4901.1,HoustonLincoln Mkz
Houston,Houston$10K to $25K,Honda Hr-V,,0.8317,,,8660.16,21338,4728.04,HoustonHonda Hr-V
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Audi Q5,,0.8314,,,12300.21,30311,6716.27,New York / New Jersey / Long IslandAudi Q5
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Volkswagen Golf Gti,,0.8309,,,9933.18,24485,5425.35,Boston / Worcester / LawrenceVolkswagen Golf Gti
Las Vegas,Las Vegas$10K to $25K,Ford Escape,,0.8306,,,7038.11,17351,3844.61,Las VegasFord Escape
San Diego,San Diego$25K to $40K,Honda Odyssey,,0.8304,,,12144.41,29943,6634.73,San DiegoHonda Odyssey
San Diego,San Diego$10K to $25K,Audi A4,,0.8303,,,9965.07,24571,5444.41,San DiegoAudi A4
Orlando,Orlando$10K to $25K,Jeep Cherokee,,0.8302,,,7968.63,19650,4354.02,OrlandoJeep Cherokee
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Subaru Ascent,,0.8302,,,11623.11,28662,6350.88,Seattle / TacomaSubaru Ascent
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Toyota Rav4,,0.8289,,,10400.82,25666,5687.03,Seattle / TacomaToyota Rav4
National Average,National Average$10K to $25K,Honda Civic,,0.8286,,,7720.76,19055,4222.18,National AverageHonda Civic
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Nissan Pathfinder,,0.8284,,,10122.13,24984,5535.92,Los Angeles / Riverside / Orange CountyNissan Pathfinder
National Average,National Average$10K to $25K,Kia Niro,,0.828,,,9357.01,23101,5118.69,National AverageKia Niro
Atlanta,Atlanta$10K to $25K,Toyota Yaris Ia,,0.8279,,,5236.65,12929,2864.79,AtlantaToyota Yaris Ia
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Volkswagen Taos,,0.8277,,,10291.09,25411,5630.53,Miami / Fort LauderdaleVolkswagen Taos
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Mercedes-Benz Cla-Class,,0.8273,,,11245.64,27775,6154.34,Seattle / TacomaMercedes-Benz Cla-Class
San Diego,San Diego$10K to $25K,Buick Encore Gx,,0.827,,,8765.45,21652,4797.62,San DiegoBuick Encore Gx
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Chevrolet Malibu,,0.827,,,7430.3,18354,4066.85,Los Angeles / Riverside / Orange CountyChevrolet Malibu
Phoenix,Phoenix$10K to $25K,Hyundai Venue,,0.827,,,7248.91,17906,3967.59,PhoenixHyundai Venue
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Jeep Cherokee,,0.827,,,7954.59,19650,4354.02,Seattle / TacomaJeep Cherokee
Chicago,Chicago$10K to $25K,Cadillac Xt5,,0.8269,,,9984.2,24665,5465.23,ChicagoCadillac Xt5
Phoenix,Phoenix$25K to $40K,Mercedes-Benz A-Class,,0.8268,,,11238.1,27763,6151.68,PhoenixMercedes-Benz A-Class
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Jeep Compass,,0.8265,,,8219.11,20308,4499.82,New York / New Jersey / Long IslandJeep Compass
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Kia Seltos,,0.8262,,,9720.12,24021,5322.54,San Francisco / Oakland / San JoseKia Seltos
Orlando,Orlando$25K to $40K,Volkswagen Atlas,,0.8261,,,11056.18,27324,6054.41,OrlandoVolkswagen Atlas
Houston,Houston$10K to $25K,Kia Forte,,0.826,,,7255.8,17933,3973.57,HoustonKia Forte
National Average,National Average$25K to $40K,Honda Pilot,,0.8256,,,11666.37,28840,6390.33,National AverageHonda Pilot
National Average,National Average$10K to $25K,Ford C-Max Hybrid,,0.8251,,,7431.55,18377,4071.95,National AverageFord C-Max Hybrid
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Acura Ilx,,0.8241,,,7770.08,19224,4259.63,Los Angeles / Riverside / Orange CountyAcura Ilx
Orlando,Orlando$10K to $25K,Nissan Maxima,,0.824,,,8786.52,21740,4817.12,OrlandoNissan Maxima
San Diego,San Diego$10K to $25K,Jeep Wrangler Jk Unlimited,,0.8239,,,10091.06,24969,5532.59,San DiegoJeep Wrangler Jk Unlimited
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Audi A5,,0.8238,,,12044.91,29806,6604.37,San Francisco / Oakland / San JoseAudi A5
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Land Rover Range Rover Velar,,0.8235,,,15292.67,37848,8386.3,Los Angeles / Riverside / Orange CountyLand Rover Range Rover Velar
Atlanta,Atlanta$25K to $40K,INFINITI Qx60,,0.8234,,,10259.18,25393,5626.54,AtlantaINFINITI Qx60
Austin,Austin$10K to $25K,Jeep Compass,,0.8224,,,8200.68,20308,4499.82,AustinJeep Compass
Honolulu,Honolulu$40K to $100K,Cadillac Escalade Esv,,0.8223,,,25403.77,62913,13940.17,HonoluluCadillac Escalade Esv
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,MINI Hardtop 2 Door,,0.8222,,,8910.15,22068,4889.8,San Francisco / Oakland / San JoseMINI Hardtop 2 Door
Denver / Boulder,Denver / Boulder$10K to $25K,Honda Hr-V,,0.8214,,,8611.83,21338,4728.04,Denver / BoulderHonda Hr-V
Anchorage,Anchorage$25K to $40K,Jeep Wrangler,,0.8203,,,12070.64,29927,6631.18,AnchorageJeep Wrangler
National Average,National Average$10K to $25K,Volkswagen Passat,,0.8202,,,7850.18,19464,4312.8,National AverageVolkswagen Passat
Austin,Austin$25K to $40K,Audi Sq5,,0.8201,,,16080.24,39872,8834.78,AustinAudi Sq5
Denver / Boulder,Denver / Boulder$25K to $40K,Jeep Wrangler,,0.8198,,,12067.16,29927,6631.18,Denver / BoulderJeep Wrangler
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Ford Explorer,,0.8193,,,11146.72,27651,6126.87,Los Angeles / Riverside / Orange CountyFord Explorer
National Average,National Average$10K to $25K,Acura Ilx,,0.8189,,,7747.73,19224,4259.63,National AverageAcura Ilx
National Average,National Average$25K to $40K,Mercedes-Benz Metris,,0.8179,,,11827.42,29363,6506.21,National AverageMercedes-Benz Metris
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Toyota Corolla,,0.8164,,,7544.38,18745,4153.49,Boston / Worcester / LawrenceToyota Corolla
Denver / Boulder,Denver / Boulder$25K to $40K,Toyota Rav4,,0.8162,,,10328.97,25666,5687.03,Denver / BoulderToyota Rav4
US: Other,US: Other$10K to $25K,Toyota Prius C,,0.8158,,,7759.01,19285,4273.14,US: OtherToyota Prius C
Phoenix,Phoenix$10K to $25K,Subaru Crosstrek,,0.8155,,,9476.26,23557,5219.73,PhoenixSubaru Crosstrek
Las Vegas,Las Vegas$10K to $25K,Nissan Altima,,0.8138,,,7578.31,18856,4178.08,Las VegasNissan Altima
Las Vegas,Las Vegas$10K to $25K,Toyota Corolla,,0.8137,,,7533.29,18745,4153.49,Las VegasToyota Corolla
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Subaru Crosstrek,,0.8133,,,9464.73,23557,5219.73,Dallas / Fort WorthSubaru Crosstrek
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,INFINITI Qx60,,0.8132,,,10202.23,25393,5626.54,Los Angeles / Riverside / Orange CountyINFINITI Qx60
Denver / Boulder,Denver / Boulder$25K to $40K,Toyota Tacoma,,0.8132,,,12089.74,30092,6667.74,Denver / BoulderToyota Tacoma
Las Vegas,Las Vegas$10K to $25K,Nissan Rogue Sport,,0.8129,,,7594.18,18905,4188.94,Las VegasNissan Rogue Sport
Phoenix,Phoenix$25K to $40K,Mazda Mx-5 Miata,,0.8126,,,10384.48,25855,5728.91,PhoenixMazda Mx-5 Miata
Houston,Houston$10K to $25K,Chevrolet Malibu,,0.8126,,,7371.46,18354,4066.85,HoustonChevrolet Malibu
Austin,Austin$25K to $40K,Mercedes-Benz Glc-Class,,0.8125,,,12800.92,31874,7062.59,AustinMercedes-Benz Glc-Class
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Mazda Cx-3,,0.8119,,,7111.26,17713,3924.82,San Francisco / Oakland / San JoseMazda Cx-3
Honolulu,Honolulu$25K to $40K,Honda Accord Hybrid,,0.8112,,,10396.5,25905,5739.99,HonoluluHonda Accord Hybrid
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Hyundai Santa Fe Sport,,0.811,,,6263.16,15608,3458.4,Los Angeles / Riverside / Orange CountyHyundai Santa Fe Sport
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Toyota Venza,,0.8109,,,13125.3,32711,7248.06,Seattle / TacomaToyota Venza
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Chrysler Pacifica,,0.8108,,,10219.34,25470,5643.61,San Francisco / Oakland / San JoseChrysler Pacifica
National Average,National Average$25K to $40K,Volkswagen Atlas,,0.8106,,,10962.18,27324,6054.41,National AverageVolkswagen Atlas
Anchorage,Anchorage$25K to $40K,Dodge Durango,,0.8089,,,12831.18,32012,7093.17,AnchorageDodge Durango
Phoenix,Phoenix$25K to $40K,Acura Mdx,,0.8089,,,13044.59,32546,7211.5,PhoenixAcura Mdx
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Kia Seltos,,0.8086,,,9626.46,24021,5322.54,Dallas / Fort WorthKia Seltos
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Toyota C-Hr,,0.8077,,,8035.82,20062,4445.31,New York / New Jersey / Long IslandToyota C-Hr
Austin,Austin$10K to $25K,Mazda Cx-5,,0.8074,,,8643.8,21584,4782.55,AustinMazda Cx-5
Denver / Boulder,Denver / Boulder$10K to $25K,Mazda Mazda3,,0.8072,,,7034.55,17567,3892.47,Denver / BoulderMazda Mazda3
Atlanta,Atlanta$25K to $40K,Ford Bronco Sport,,0.8072,,,12077.61,30161,6683.03,AtlantaFord Bronco Sport
Tampa,Tampa$10K to $25K,Toyota Prius,,0.8066,,,9612.71,24014,5320.99,TampaToyota Prius
Atlanta,Atlanta$10K to $25K,Nissan Sentra,,0.8064,,,6296.63,15731,3485.65,AtlantaNissan Sentra
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Kia Optima,,0.8064,,,6706.38,16755,3712.55,Washington DC / BaltimoreKia Optima
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$10K to $25K,Kia Soul,,0.8062,,,6897.33,17234,3818.68,Los Angeles / Riverside / Orange CountyKia Soul
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Toyota Avalon,,0.806,,,11322.71,28294,6269.34,San Francisco / Oakland / San JoseToyota Avalon
Anchorage,Anchorage$40K to $100K,Toyota Sequoia,,0.8056,,,20814.78,52026,11527.85,AnchorageToyota Sequoia
Honolulu,Honolulu$25K to $40K,Toyota Corolla Cross,,0.8047,,,12072.99,30192,6689.9,HonoluluToyota Corolla Cross
Las Vegas,Las Vegas$10K to $25K,Chevrolet Trax,,0.8044,,,5994.16,14992,3321.91,Las VegasChevrolet Trax
Las Vegas,Las Vegas$10K to $25K,Kia Seltos,,0.8042,,,9602.84,24021,5322.54,Las VegasKia Seltos
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Jeep Renegade,,0.804,,,7057.25,17655,3911.97,Dallas / Fort WorthJeep Renegade
Phoenix,Phoenix$25K to $40K,Volvo Xc90,,0.8039,,,12642.87,31630,7008.53,PhoenixVolvo Xc90
National Average,National Average$10K to $25K,Subaru Legacy,,0.8035,,,8787.92,21991,4872.73,National AverageSubaru Legacy
Phoenix,Phoenix$25K to $40K,Lexus Nx,,0.8034,,,12161.6,30434,6743.52,PhoenixLexus Nx
Chicago,Chicago$25K to $40K,Alfa Romeo Giulia,,0.8034,,,10990.56,27505,6094.52,ChicagoAlfa Romeo Giulia
National Average,National Average$10K to $25K,Kia Seltos,,0.8027,,,9595.08,24021,5322.54,National AverageKia Seltos
Austin,Austin$25K to $40K,BMW 2 Series Gran Coupe,,0.8023,,,12747.76,31921,7073.01,AustinBMW 2 Series Gran Coupe
Las Vegas,Las Vegas$25K to $40K,Volkswagen Taos,,0.8021,,,10146.96,25411,5630.53,Las VegasVolkswagen Taos
Orlando,Orlando$10K to $25K,Honda Civic,,0.8016,,,7606.87,19055,4222.18,OrlandoHonda Civic
National Average,National Average$10K to $25K,Mitsubishi Outlander,,0.8013,,,8543.98,21406,4743.11,National AverageMitsubishi Outlander
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Jeep Grand Cherokee Wk,,0.8007,,,14797.58,37088,8217.9,Los Angeles / Riverside / Orange CountyJeep Grand Cherokee Wk
Las Vegas,Las Vegas$10K to $25K,Jeep Compass,,0.8006,,,8102.43,20308,4499.82,Las VegasJeep Compass
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Chrysler Voyager,,0.8005,,,9204.05,23071,5112.04,Boston / Worcester / LawrenceChrysler Voyager
National Average,National Average$10K to $25K,Nissan Altima,,0.8004,,,7522.3,18856,4178.08,National AverageNissan Altima
Seattle / Tacoma,Seattle / Tacoma$40K to $100K,Porsche Macan,,0.8004,,,16159.55,40508,8975.7,Seattle / TacomaPorsche Macan
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Hyundai Santa Fe Sport,,0.8001,,,6225.34,15608,3458.4,Miami / Fort LauderdaleHyundai Santa Fe Sport
Honolulu,Honolulu$25K to $40K,Toyota Rav4 Hybrid,,0.8,,,13105.31,32859,7280.85,HonoluluToyota Rav4 Hybrid
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Hyundai Tucson,,0.7999,,,8757.4,21958,4865.42,Dallas / Fort WorthHyundai Tucson
